name,url,standard
Dr Hibbs And Partners,http://www.parkfieldmedicalpractice.co.uk,WCAG2AAA
Maples Family Med.Pract.,http://www.maplesfamilymedicalpractice.nhs.uk,WCAG2AAA
Duncan Street Primary Care Partnership,http://www.duncanstreetprimarycarecentre.co.uk,WCAG2AAA
Bilbrook Medical Centre,"http://www.bilbrookmedicalcentre.nhs.uk/welcome,40485.htm",WCAG2AAA
Dr B P Choudhary And Dr R Choudhary,http://www.sarephed.co.uk,WCAG2AAA
Whitemoor Medical Centre,http://www.whitemoormedicalcentre-belper.co.uk,WCAG2AAA
"Bath Row Medical Practice, Attwood Green Health Centre",http://www.bathrowmedicalpractice.co.uk/,WCAG2AAA
Modality Attwood Green,https://modalitypartnership.nhs.uk/modality-attwood-green,WCAG2AAA
Dr Hall Branch,http://www.parkfieldmedicalpractice.co.uk,WCAG2AAA
Coseley Medical Centre,http://www.coseleymedicalcentre.nhs.uk/,WCAG2AAA
Rotton Park Medical Centre,http://www.rottonparkmedicalcentre.co.uk/,WCAG2AAA
Bridge Street Medical Practice,http://www.bsmp.co.uk,WCAG2AAA
Newbridge Surgery,https://www.newbridgesurgerybath.co.uk,WCAG2AAA
Beaumont Road Surgery,http://www.charnwoodcommunitymedicalgroup.co.uk,WCAG2AAA
Coventry Road Practice,http://www.coventryroadpractice.co.uk,WCAG2AAA
Spark Medical Group,http://www.sparkbrookhealth.nhs.uk,WCAG2AAA
Willow Bank Surgery,http://willowbankcic.org/,WCAG2AAA
Dr H P Borse & Partner,http://www.drborseandpartner.nhs.uk,WCAG2AAA
Dr P D Miles And Dr R Valasapalli,http://www.drmilesandpartner.co.uk/,WCAG2AAA
Newport Medical Group,http://www.newportmedicalgroup.nhs.uk/,WCAG2AAA
The Balaji Surgery,http://www.thebalajisurgery.com,WCAG2AAA
Toton Branch Surgery,http://www.moirmedicalcentre.com,WCAG2AAA
Oldbury Health Centre,http://www.oldburyhealthcentre.co.uk,WCAG2AAA
The Victoria Surgery,https://sites.google.com/site/thevictoriaroadsurgery,WCAG2AAA
Karis Medical Centre,http://www.karismedicalcentre.co.uk,WCAG2AAA
Lea Road Medical Practice,http://www.learoadmedicalcentre.co.uk/,WCAG2AAA
Park View Surgery,http://www.parkview-surgery.co.uk/,WCAG2AAA
The Wand Medical Centre,http://www.thewandmedicalcentre.nhs.uk,WCAG2AAA
Black Country Family Practice,http://www.bcfp.co.uk,WCAG2AAA
Ednam Road Surgery,http://www.drvijandpartners.nhs.uk/,WCAG2AAA
Whitestone Surgery,http://whitestonesurgery.org,WCAG2AAA
Ratby Surgery,http://www.ratbysurgery.nhs.uk/,WCAG2AAA
Bellevue Medical Centre,https://www.modalitypartnership.nhs.uk/locations/bellevue-medical-centre-1,WCAG2AAA
Rood End Medical Centre,http://www.roodendmc.org.uk,WCAG2AAA
Russell House,http://www.russellhousesurgery.nhs.uk/,WCAG2AAA
Groby surgery,http://www.thegrobysurgery.nhs.uk,WCAG2AAA
Saxon Cross Surgery,http://www.saxoncrosssurgery.co.uk,WCAG2AAA
The Linden Medical Group,http://www.thelindenmedicalgroup.co.uk,WCAG2AAA
Bearwood Road Surgery,http://www.bearwoodroadsurgery.co.uk,WCAG2AAA
Leicester Road Surgery,http://www.leicesterroad.warwickshire.nhs.uk/,WCAG2AAA
Richmond Medical Centre,http://www.richmondmc.co.uk,WCAG2AAA
The Burbage Surgery,https://www.burbage.surgery.co.uk,WCAG2AAA
City Health Centre,http://www.gtdhealthcare.co.uk/practice/city-health-centre,WCAG2AAA
Dr Yates Do Branch,http://www.wellstreetcheadle.nhs.uk/,WCAG2AAA
The Acocks Green Medical Centre,http://www.acocksgreenmedicalcentre.org.uk,WCAG2AAA
Dudley Park Medical Centre,http://www.mmpmedical.com/,WCAG2AAA
Hobs Moat Medical Centre,http://www.hobsmoatmedicalcentre.co.uk/,WCAG2AAA
Woodsetton Medical Centre  ,http://www.woodsettonmedicalcentre.nhs.uk/,WCAG2AAA
Penn Surgery,http://www.pennsurgery.co.uk,WCAG2AAA
Dr Mohamedtaki Walji,http://www.drwaljiandcolleagues.co.uk/,WCAG2AAA
Balsall Heath Health Centre (S),https://www.balsallheathhealthcentre.co.uk/,WCAG2AAA
FirstCare Practice,http://www.firstcaremedicalpractice.nhs.uk,WCAG2AAA
Bath Street Medical Centre,http://bathstreetmedicalcentre.co.uk/,WCAG2AAA
Modality Ann Jones Family Health Centre,https://modalitypartnership.nhs.uk/ann-jones-family-health-centre,WCAG2AAA
GPS Healthcare - Meadowside Family Health Centre,http://www.gpshealthcare.co.uk,WCAG2AAA
Chilwell Meadows Surgery,http://www.chilwellmeadowssurgery.co.uk,WCAG2AAA
Eden Surgery,http://www.hatfieldbroadoaksurgery.co.uk,WCAG2AAA
Bedworth Health Centre,http://www.bedworthhealthcentregps.co.uk/,WCAG2AAA
Ilkeston Health Centre,http://www.drpurnellandpartners.nhs.uk/,WCAG2AAA
Sherwood House Medical Practice,http://www.sherwoodhousemp.co.uk,WCAG2AAA
Dr Anil Indwar,https://walfordstreetsurgery@nhs.uk,WCAG2AAA
The Old Cole House Practice,http://www.colehousesurgery.nhs.uk/,WCAG2AAA
Fernley Medical Centre,http://www.fernleymedicalcentre.nhs.uk,WCAG2AAA
Gladstone House Surgery,http://www.gladstonehousesurgery.co.uk,WCAG2AAA
Littlewick Medical Centre,http://www.littlewickmedicalcentre.co.uk,WCAG2AAA
Portway Family Practice,http://www.portwayfamilypractice.co.uk/,WCAG2AAA
Gnosall Surgery,http://www.gnosallsurgery.co.uk,WCAG2AAA
Bearwood Medical Centre,http://www.bearwoodmedicalcentre.co.uk,WCAG2AAA
Newport Medical Practice,http://www.newportmedicalgroup.nhs.uk/,WCAG2AAA
Hickings Lane Medical Centre,http://www.hickingslanemedicalcentre.co.uk,WCAG2AAA
Strensham Road Surgery,http://www.strenshamroadsurgery.co.uk/,WCAG2AAA
Coalway Road Medical Practice,https://www.coalwayroadsurgery.co.uk,WCAG2AAA
The Greens Health Centre,http://www.thegreenshealthcentre.com,WCAG2AAA
Hannage Brook Medical Centre,https://www.hannagebrook.co.uk/index.aspx,WCAG2AAA
Belgrave Medical Centre,http://www.bmcgp.co.uk,WCAG2AAA
Northway Medical Centre,http://www.northwaymedicalcentre.nhs.uk/,WCAG2AAA
Dunrobin Street Medical Centre,http://www.dunrobinstreetmedicalcentre.co.uk/,WCAG2AAA
Springfield Medical Pract,http://www.springfieldmedicalpractice.co.uk,WCAG2AAA
The Hill General Practice,http://thehillgeneralpractice.myhealthcare.co.uk/,WCAG2AAA
Your Health Partnership - Oakham Surgery,http://www.yhp.org.uk,WCAG2AAA
Your Health Partnership - Whiteheath Medical Centre,http://www.yhp.org.uk,WCAG2AAA
Hill Top Medical Centre,http://www.hilltopmedicalcentre.co.uk,WCAG2AAA
Penn Manor Medical Practice,http://www.pennmanor.nhs.uk,WCAG2AAA
Village Hall Surgery,http://www.kegworth.net/,WCAG2AAA
Hall Green Health,http://www.hallgreenhealth.co.uk,WCAG2AAA
Wake Green Surgery,http://www.wakegreensurgery.co.uk/,WCAG2AAA
"Links Medical Practice, Hazel Road Branch",http://www.linksmedical.co.uk,WCAG2AAA
Moseley Medical Centre,http://www.moseleymedicalcentre.co.uk/,WCAG2AAA
The Valley Surgery,http://www.thevalleysurgery.co.uk,WCAG2AAA
Meriden Surgery,http://www.balsallcommongrouppractice.co.uk/,WCAG2AAA
Park Surgery,http://www.parksurgery.co.uk,WCAG2AAA
Central Clinic,http://www.centralclinicsurgerydudley.nhs.uk,WCAG2AAA
Harborne Medical Practice,http://www.harbornemedicalpractice.co.uk/,WCAG2AAA
University Medical Practice,http://www.theump.co.uk,WCAG2AAA
Crown Surgery,http://www.crownsurgery.org.uk,WCAG2AAA
Swanswell Medical Centre,http://www.swanswellmedicalcentre.co.uk,WCAG2AAA
Bramcote Surgery,http://www.bramcotesurgery.co.uk/,WCAG2AAA
KELVINGROVE MEDICAL CENTRE,http://www.kelvingrovemc.com/,WCAG2AAA
Tamar Medical Centre,http://www.tamarmedicalcentre.co.uk,WCAG2AAA
Lordswood House Group,http://www.lordswood.org.uk,WCAG2AAA
Adderley Green Surgery,https://www.adderleygreensurgery.nhs.uk,WCAG2AAA
The Anstey Surgery,http://www.theansteysurgery.co.uk/,WCAG2AAA
St James Medical Practice2,http://www.stjamesmedicalpracticedudley.nhs.uk/,WCAG2AAA
St James Medical Practice1,http://www.stjamesmedicalpracticedudley.nhs.uk/,WCAG2AAA
Quorn Medical Centre,http://www.quornmedicalcentre.co.uk/,WCAG2AAA
Eve Hill Medical Practice,http://www.evehillmedicalpractice.com,WCAG2AAA
Steppingstones Medical Practice,http://www.steppingstonesmedicalpractice.co.uk,WCAG2AAA
Castlecroft Medical Practice,http://www.castlecroftmedicalpractice.co.uk,WCAG2AAA
Ivy Grove Surgery,http://ivy.gs,WCAG2AAA
Church Farm Primary Care Centre,http://www.jessopmedicalpractice.co.uk/,WCAG2AAA
Hampton Surgery,http://www.hamptonsurgery.co.uk/,WCAG2AAA
Holbrooks Health Team,http://www.hht-nhs.co.uk/,WCAG2AAA
University Southgate Practice,http://www.southgatesurgery.nhs.uk,WCAG2AAA
Hawes Lane Surgery,http://www.rowleyhealthcare.co.uk/,WCAG2AAA
Ripley Medical Centre,http://www.ripleymedicalcentre.co.uk,WCAG2AAA
Brooklyn Medical Practice,http://www.brooklynmedicalpractice.co.uk,WCAG2AAA
Bournbrook Varsity Medical Centre,http://www.bournbrookvarsitymedical.co.uk,WCAG2AAA
Dovecote Surgery,http://www.dovecotesurgery.co.uk,WCAG2AAA
Warley Medical Centre,http://www.warleymedicalcentre.co.uk,WCAG2AAA
Oakmeadow Surgery - Ra Leach,http://www.oakmeadowsurgery.org.uk/,WCAG2AAA
Ridgacre House Surgery,http://www.ridgacremedicalcentres.com,WCAG2AAA
GPS Healthcare - Yew Tree Medical Centre,http://www.gpshealthcare.co.uk,WCAG2AAA
Quinborne Medical Practice,http://www.lordswood.org.uk,WCAG2AAA
Dr Raja Segar Ramachandram,http://www.moorgreenlanemc.nhs.uk/,WCAG2AAA
Castle Meadows Surgery,http://www.castlemeadowssurgery.nhs.uk,WCAG2AAA
Windmill Surgery,http://windmillsurgery.com,WCAG2AAA
Longford Primary Care Centre,http://www.longfordprimarycarecentre.nhs.uk,WCAG2AAA
Grove Surgery,http://www.solihulldoctors.com,WCAG2AAA
Forest House Medical Ctr,http://foresthousemedicalcentre.co.uk,WCAG2AAA
Springfield Medical Practice,http://www.springfieldmedical.co.uk/,WCAG2AAA
The Manor Surgery,http://themanorsurgery.com/,WCAG2AAA
All Saints Medical Center (MMP South),http://www.mmpmedical.com/,WCAG2AAA
Brinsley Avenue Practice,http://www.brinsleyavenuepractice.co.uk,WCAG2AAA
Barrow Health Centre,http://www.barrowhealthcentre.co.uk,WCAG2AAA
Your Health Partnership: Rowley Village Surgery,http://www.yhp.org.uk,WCAG2AAA
Your Health Partnership: Regis Medical Centre ,http://www.yhp.org.uk,WCAG2AAA
Kingsway Branch - Thorpe Astley,https://www.kingswaysurgery.co.uk/,WCAG2AAA
Northbrook Health Centre,http://www.northbrook.gpsurgery.net,WCAG2AAA
The Jacey Practice,http://www.jaceypractice.co.uk,WCAG2AAA
Feldon Lane Practice,http://www.feldonpractice.co.uk,WCAG2AAA
Quinton Family Practice,http://www.lordswood.org.uk,WCAG2AAA
Deer Park Family Medical Practice,http://www.deerpark.nhs.uk,WCAG2AAA
Links Medical Practice,http://www.thelinksmedicalpractice.co.uk,WCAG2AAA
Wolvey Surgery,http://www.burbagesurgery.co.uk/,WCAG2AAA
Lower Gornal Medical Practice,http://www.lowergornalmedicalpractice.nhs.uk,WCAG2AAA
The Parks Medical Centre (B Hainsworth),http://www.theparksmedicalcentre.com,WCAG2AAA
Crich Medical Practice,http://www.crichmedicalpractice.co.uk,WCAG2AAA
Heatherbrook Surgery,https://www.heatherbrooksurgery.co.uk,WCAG2AAA
Featherstone Medical Centre,http://www.featherstonemedicalpractice.co.uk,WCAG2AAA
Kingsfield Medical Centre,http://www.kingsfieldmedicalcentre.nhs.uk/,WCAG2AAA
Highfield Lane Medical Centre,http://www.ridgacremedicalcentres.com/,WCAG2AAA
Hockley Farm Med Pract (A Nana),http://www.hockleyfarmmedicalpractice.co.uk,WCAG2AAA
Lapal Medical Practice,http://www.lapalmedicalpractice.co.uk,WCAG2AAA
Glebedale Medical Practice,http://www.glebedalemedicalpractice.nhs.uk/,WCAG2AAA
Drs Shah & Talpur Surgery ,http://www.hanfordgp.co.uk,WCAG2AAA
Grange Farm Medical Centre,http://www.gfmc.org.uk,WCAG2AAA
Vicarage Road Surgery,http://www.vicarageroadsurgery.nhs.uk/,WCAG2AAA
The Old Priory Surgery,http://www.mmpmedical.com/,WCAG2AAA
Eastwood Primary Care Centre,http://www.eastwoodprimarycarecentre.nhs.uk,WCAG2AAA
Alpine House Surgery,http://www.alpinehousesurgery.co.uk,WCAG2AAA
Bournville Surgery,http://www.bournvillesurgery.org.uk/,WCAG2AAA
Church View Surgery,http://www.churchviewsurgery.co.uk/,WCAG2AAA
Old Hill Medical Centre,http://www.thepracticeoldhill.nhs.uk,WCAG2AAA
Your Health Partnership - Mace Street Clinic,http://www.yhp.org.uk,WCAG2AAA
Sunrise Medical Practice - Clifton Campus Nottingham Trent University,http://www.sunrisemedicalpractice.co.uk,WCAG2AAA
Newthorpe Medical Practice,http://www.newthorpemedicalcentre.co.uk,WCAG2AAA
BALDWINS LANE SURGERY,https://www.baldwinslanesurgery.co.uk,WCAG2AAA
Enderby Medical Centre,http://www.enderbymedicalcentre.co.uk,WCAG2AAA
Millennium Medical Centre,http://www.millenniummedicalcentre.co.uk,WCAG2AAA
Bilborough Medical Centre,http://www.bilboroughmedicalcentre.co.uk/,WCAG2AAA
Malling Health @ Foleshill,http://www.mhfoleshill.co.uk/,WCAG2AAA
Goodrest Croft Surgery,http://www.goodrest.org.uk,WCAG2AAA
Giltbrook Surgery,http://www.giltbrooksurgery.nhs.uk,WCAG2AAA
Beaumont Leys Health Centre,http://www.beaumontleyshealthcentre.nhs.uk,WCAG2AAA
Woodgate Valley Health Centre,http://www.woodgatevalley.co.uk,WCAG2AAA
Rivergreen Medical Centre,http://www.rivergreenmed.co.uk,WCAG2AAA
Staffordshire Doctors Urgent Care,https://www.sduc.nhs.uk/,WCAG2AAA
GPS Healthcare - Park Surgery ,http://www.gpshealthcare.co.uk,WCAG2AAA
The Holloway Surgery,http://www.crichmedicalpractice.co.uk,WCAG2AAA
Engleton House Surgery,http://www.engletonhousesurgery.nhs.uk/,WCAG2AAA
High Oak Surgery,http://www.highoaksurgery.nhs.uk/,WCAG2AAA
Broad Lane Surgery,http://www.broadlanesurgeryhampton.co.uk,WCAG2AAA
Shirley Medical Centre,http://www.shirleymedicalcentre.nhs.uk,WCAG2AAA
Woodend Health Centre,http://www.woodendhealthcentre.co.uk,WCAG2AAA
Moseley Avenue Surgery,https://www.moseleyavenuesurgery.nhs.uk,WCAG2AAA
Cambridge House,http://www.cambridgehousesurgery.co.uk/,WCAG2AAA
Paradise Medical Centre,http://www.paradisemedicalcentre.nhs.uk,WCAG2AAA
"Broad Street Surgery- Drs Sihota, Nahl & Dosanjh",http://www.coventrygp.com,WCAG2AAA
BG Health Centre Griffins Brook Branch,https://bghealth.mygeneralpractice.org,WCAG2AAA
Central Medical Centre,http://www.centralmedicalcentre-morden.nhs.uk,WCAG2AAA
The Surgery Foden Street,http://www.fodenstreetsurgery.co.uk/,WCAG2AAA
The University Of Nottingham Health Service,http://www.unhs.co.uk,WCAG2AAA
Strelley Surgery,http://www.beechdalemedicalgroup.co.uk,WCAG2AAA
Student Health Services,http://www.harleystreetmedicalpractice.org.uk/,WCAG2AAA
Allesley Park Medical Ctr,http://www.allesleyparkmedicalcentre.co.uk,WCAG2AAA
Haden Vale Medical Practice,http://www.hadenvalemedicalpractice.org,WCAG2AAA
Jiggins Lane Medical Centre,http://www.jigginslane.com,WCAG2AAA
Border Drive Surgery,http://birstallmedicalcentre.com/,WCAG2AAA
Woodside Medical Centre,http://www.woodsidemedicalcentre.co.uk/,WCAG2AAA
Cradley Road Medical Practice,http://www.wychburymedicalgroup.co.uk,WCAG2AAA
Maypole Health Surgery Y,http://www.dryapandpartners-maypolehealthcentre.co.uk,WCAG2AAA
Hama Medical Centre,http://www.hamamedicalcentre.co.uk,WCAG2AAA
Maypole Health Centre A,https://druidsheath.gpsurgery.net/,WCAG2AAA
Groby Road Medical Centre,http://www.grobyroadmedicalcentre.com/,WCAG2AAA
Woodway Medical Centre,http://woodwaymedicalcentre.co.uk,WCAG2AAA
Limbrick Wood Surgery,http://www.limbrickwoodsurgery.co.uk,WCAG2AAA
Colwell Road Surgery,http://www.hazeldine-tayloratwestcoteshc.co.uk,WCAG2AAA
Parker Drive Surgery,http://www.manorparkmedicalpractice.co.uk,WCAG2AAA
Church House Surgery,http://www.elmgroupsurgeries.co.uk,WCAG2AAA
George Eliot Medical Centre,https://www.drsingh.org.uk,WCAG2AAA
Dale Medical Centre,http://www.dalemedicalpractice-wombourne.nhs.uk/,WCAG2AAA
The Ruddington Med Centre,https://www.theruddingtonmedicalcentre.co.uk,WCAG2AAA
Fosse Medical Centre (Gk Sharma),http://www.fossemedicalcentre.co.uk/,WCAG2AAA
Bartley Green Medical Practice,http://www.bgmp.org,WCAG2AAA
RHR MEDICAL CENTRE,http://www.rhrmedicalcentre.co.uk/,WCAG2AAA
Hawne Lane Surgery (Dr Thorns),http://www.feldonpractice.co.uk,WCAG2AAA
Limes Medical Centre,http://www.limesmedicalcentre.co.uk/,WCAG2AAA
Dr R Hazeldine & Dr M Taylor,http://www.hazeldine-tayloratwestcoteshc.co.uk,WCAG2AAA
Westcotes Medical Centre,http://www.westcotesmedicalpractice.co.uk,WCAG2AAA
The Waterfront Surgery,https://waterfront.gpsurgery.net/,WCAG2AAA
Merridale Medical Centre (Rp Tew),http://www.merridalemedicalcentre.co.uk,WCAG2AAA
Fosse Family Practice,http://www.fossefamilypractice.com,WCAG2AAA
Northwood Medical Centre,https://northwoodandalvechurch.gpsurgery.net/,WCAG2AAA
Wollaton Park Medical Practice,http://www.wollatonparkmedicalcentre.co.uk,WCAG2AAA
Aw Surgeries,http://www.awsurgeries.co.uk,WCAG2AAA
Quarry Bank Medical Centre,http://quarrybankmedicalcentre.com,WCAG2AAA
Granton Medical Centre,http://www.grantonmedicalcentre.co.uk,WCAG2AAA
Crich Medical Practice (South Wingfield Surgery),http://www.crichmedicalpractice.co.uk,WCAG2AAA
Westcotes Gp Surgery (One),http://www.leicestergp.com,WCAG2AAA
Westcotes GP Surgery W2,http://www.leicestergp.com,WCAG2AAA
Westwood Medical H/Centre,http://www.westwoodmedicalcentre.nhs.uk,WCAG2AAA
Narborough Road Surgery,https://www.narboroughroadsurgery.co.uk/,WCAG2AAA
Henley Green Medical Centre,http://www.henleygreenmc.nhs.uk,WCAG2AAA
Keynell Covert Surgery,http://www.keynellcovert.co.uk/,WCAG2AAA
Broadmeadow Health Centre (MMP South),http://www.mmpmedical.com/,WCAG2AAA
The Meridian Practice,http://meridianpractice.nhs.uk/,WCAG2AAA
Harnall Lane Medical Centre,http://www.skybluemedicalgroup.co.uk,WCAG2AAA
Priory Gate Practice,http://www.priorygatepractice.co.uk,WCAG2AAA
City Of Coventry Health Centre,http://www.drsaniandpartners.nhs.uk/,WCAG2AAA
Dr Raquia Bano,http://www.hillfieldhealthcentre.nhs.uk/contact,WCAG2AAA
City of Coventry Healthcare Centre,http://www.cityofcoventrynhshealthcarecentre.nhs.uk/,WCAG2AAA
Harley Street Medical Ctr,http://www.harleystreetmedicalpractice.org.uk,WCAG2AAA
Druids Heath Surgery,http://www.druidsheath.gpsurgery.net/,WCAG2AAA
Dr S Shafi,http://www.leicestergp.com,WCAG2AAA
Dr K Samal Branch,http://www.birchesheadmedicalcentre.co.uk/,WCAG2AAA
Dr Vsr Chadalavada & Partners,http://www.drchadalavadaandpartners.nhs.uk,WCAG2AAA
Thorns Road Surgery,http://www.thornsroadsurgery.nhs.uk,WCAG2AAA
Norfolk Street Surgery,http://www.norfolkstreetsurgery.co.uk/,WCAG2AAA
Five Towns Surgery,http://www.fivetownsgp.nhs.uk/,WCAG2AAA
Broomfield Park Med.Ctr.,http://www.broomfieldparkmedicalcentre.co.uk/,WCAG2AAA
The Jessop Medical Practice,http://www.jessopmedicalpractice.co.uk/,WCAG2AAA
Kingswinford Medical Practice,http://www.kingswinfordmedicalpractice.nhs.uk/,WCAG2AAA
Birches Head Medical Centre,http://www.birchesheadmedicalcentre.co.uk/,WCAG2AAA
Aspley Medical Centre,http://www.aspleymedicalcentre.co.uk/,WCAG2AAA
Dr Chadalavada Branch2,http://www.drchadalavadaandpartners.nhs.uk,WCAG2AAA
BG Health Centre Bunbury Road Branch,https://bghealth.mygeneralpractice.org,WCAG2AAA
Chapel House Lane Surgery (Dr Mucklow),http://www.wychburymedicalgroup.co.uk/index.aspx,WCAG2AAA
De Montfort Surgery - Ib Cross,http://www.demontfortsurgery.co.uk/,WCAG2AAA
Rangeways Road Surgery ,http://www.rangewayssurgery.nhs.uk,WCAG2AAA
Moss Grove Surgery-Kingswinford,http://www.mossgrovesurgery.co.uk/,WCAG2AAA
Derby Road Health Centre,http://www.drhc.org.uk,WCAG2AAA
Gosford Green Surgery,http://www.claylanehealthcentre.nhs.uk/,WCAG2AAA
Coventry University Medical Centre,http://www.covunigp.co.uk/,WCAG2AAA
Kingsbridge Medical Centre,http://www.kingsbridgemedicalpractice.co.uk,WCAG2AAA
Hillmeads Medical Centre,https://druidsheath.gpsurgery.net/,WCAG2AAA
Kings Norton Surgery,http://www.kns.org.uk,WCAG2AAA
Clay Lane Health Centre,http://www.morrisavenuesurgery.co.uk/,WCAG2AAA
The Surgery @ Aylestone,http://thesurgeryataylestone.co.uk/,WCAG2AAA
Walnut Street Surgery,http://www.walnutmedicalcentre.co.uk/,WCAG2AAA
JUBILEE HEALTHCARE,http://www.jubileehealthcarecoventry.nhs.uk/,WCAG2AAA
Meadowbrook Surgery,http://www.meadowbrooksurgery.co.uk,WCAG2AAA
Millrise Medical Practice,http://www.millrisemedicalpractice.co.uk/,WCAG2AAA
Bowling Green Street Surgery,https://www.bowlinggreenstsurgery.co.uk,WCAG2AAA
The Summerhill Surgery,http://www.summerhillsurgery.com,WCAG2AAA
Woodland Road Surgery,http://www.woodlandroadsurgery.nhs.uk/,WCAG2AAA
The Forum Health Centre,http://www.forumhealthcentre.nhs.uk,WCAG2AAA
SOMERCOTES MEDICAL CENTRE,http://www.somercotesmedicalcentre.co.uk,WCAG2AAA
St Heliers Medical Practice,https://stheliers.co.uk/,WCAG2AAA
Squires Court,http://www.awsurgeries.co.uk,WCAG2AAA
Hartshill Medical Centre,http://www.hartshillsurgery.co.uk,WCAG2AAA
Melbourne Park Medical Centre,https://www.melbourneparkmedicalcentre.co.uk/,WCAG2AAA
Park House,http://www.parkhousesurgery.nhs.uk/,WCAG2AAA
Leek Health Centre,http://www.leekhealthcentre.co.uk/,WCAG2AAA
Lime Tree Surgery,https://limetreesurgery.gpsurgery.net/,WCAG2AAA
Moorland Medical Centre,http://www.moorlandmedicalcentre.co.uk/,WCAG2AAA
Radford Medical Practice - Kaur,http://www.radfordmedicalpractice.co.uk,WCAG2AAA
Park Medical Centre,https://pmcleek.nhs.uk/,WCAG2AAA
Musters Medical Practice,http://www.mustersmedicalpractice.co.uk,WCAG2AAA
Northfield Medical Centre,http://www.northfieldmedicalcentre.co.uk/,WCAG2AAA
Lyme Valley Practice,http://www.lymevalley.co.uk,WCAG2AAA
Castle Healthcare Practice,http://www.castlehealthcarepractice.nhs.uk,WCAG2AAA
The Limes Surgery Medical Centre,http://www.thelimesmedicalcentre.co.uk,WCAG2AAA
Dr M Guindy & Ptrs (Endon Branch Surgery),http://www.endonsurgery.co.uk,WCAG2AAA
Parkside Surgery,http://www.parksidesurgeryburnley.co.uk/,WCAG2AAA
High Green Medical Practice - Dr Z Khan,http://www.highgreenmedicalpractice.co.uk/,WCAG2AAA
The Fairfields Practice,http://www.fairfieldspractice.nhs.uk,WCAG2AAA
Saffron Health,http://www.saffronhealth.co.uk,WCAG2AAA
Hazelmere Medical Centre,http://www.hazelmeremc.co.uk,WCAG2AAA
Miller Street Surgery,http://www.millerstreetsurgery.nhs.uk,WCAG2AAA
Pasley Road Health Centre - G Singh,http://www.drgsingh.co.uk/,WCAG2AAA
Pasley Road Health Centre (Tk Khong),https://www.pasleyroadhealthcentre.co.uk,WCAG2AAA
Wordsley Green Health Centre,http://www.wordsleygreensurgery.co.uk,WCAG2AAA
The Hedges Medical Centre (Sa Bailey),http://www.hedgesmedicalcentre.co.uk,WCAG2AAA
Greenfields Medical Centre (Sharma Op),http://www.omsharma.co.uk,WCAG2AAA
"Meadows Health Centre (Jadoon,Mir,Khanna)",http://www.meadowshealthcentrenottingham.nhs.uk,WCAG2AAA
Bridgeway Practice,http://www.bridgewaypractice.co.uk,WCAG2AAA
Churchfields Medical Practice,http://www.churchfieldsmedicalpractice.co.uk/,WCAG2AAA
Higherland Surgery,http://www.higherlandsurgery.nhs.uk/,WCAG2AAA
West Bridgford Medical Centre,http://www.westbridgfordmedicalcentre.nhs.uk,WCAG2AAA
NEMS Platform One Branch Practice,http://www.nemsplatformone.co.uk/,WCAG2AAA
St Georges Medical Practice,http://www.sgmp.nhs.uk/,WCAG2AAA
NEMS Platform One Practice,https://www.nemsplatformone.co.uk,WCAG2AAA
Silverdale & Ryecroft Branch,http://www.silverdaleandryecroftpractice.nhs.uk/,WCAG2AAA
Leen View Surgery,http://www.leenviewsurgery.co.uk,WCAG2AAA
The Medical Centre (Irfan),http://www.themedicalcentrezuluroad.co.uk/,WCAG2AAA
"Three Villages Medical Practice, John Corbett Drive",http://www.3villages.co.uk,WCAG2AAA
Dr Arun Tangri,http://www.riverlynmedicalcentre.co.uk/,WCAG2AAA
Hollymoor Medical Centre,http://www.hollymoormedicalcentre.co.uk,WCAG2AAA
Victoria and Mapperley Practice (Victoria Surgery),https://victoriamapperley.co.uk/victoria-health-centre/,WCAG2AAA
Springfield Medical Centre,http://springfieldmedicalcentrebulwell.co.uk,WCAG2AAA
Sherwood Rise Medical Centre,http://www.sherwoodrisemedicalcentre.co.uk/,WCAG2AAA
Wychbury Medical Group,http://www.wychburymedicalgroup.co.uk,WCAG2AAA
Apsley Surgery - Norton Clinic,http://www.apsleyhousesurgery.co.uk/,WCAG2AAA
Frankley Health Centre,http://frankleyhealthcentre.org.uk/,WCAG2AAA
Wolstanton Medical Centre,http://www.wolstantonmedicalcentre.nhs.uk/,WCAG2AAA
Lion Health,http://www.lion-health.co.uk,WCAG2AAA
The Windmill Practice,http://www.windmillpractice.nhs.uk,WCAG2AAA
Baldwins Gate Surgery,http://www.madeleypractice.co.uk,WCAG2AAA
Mapperley Park Medical Centre,http://www.mysurgerywebsite.co.uk/index.aspx?p=c84602,WCAG2AAA
Hucknall Road Medical Centre,http://www.hucknallrdmc.co.uk/,WCAG2AAA
South Wigston Health Ctr.,http://swhealthcentre.co.uk/,WCAG2AAA
Milehouse Medical Practice,http://www.milehousemedicalpractice.co.uk,WCAG2AAA
Lymebrook Surgery,http://www.loomerroadsurgery.co.uk/,WCAG2AAA
The Wellspring Surgery,http://www.wellspringsurgerybristol.nhs.uk,WCAG2AAA
Southglade Medical Practice,http://www.nhs.uk/services/gp/overview/defaultview.aspx?id=42291,WCAG2AAA
Family Medical Centre (Sood),http://www.familymedicalcentre.co.uk,WCAG2AAA
The Alice Medical Centre,http://www.bestwoodparkmedicalcentre.co.uk,WCAG2AAA
