"code","message","type","context","selector"
"WCAG2AAA.Principle2.Guideline2_4.2_4_2.H25.2","Check that the title element describes the document.","notice","<title>Dr H P Borse &amp; Partner - He...</title>","html > head > title"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.Abs","This element is absolutely positioned and the background color can not be determined. Ensure the contrast ratio between the text and all covered parts of the background are at least 7:1.","warning","<div id=\"loadingbar\">Loading...</div>","#loadingbar"
"WCAG2AAA.Principle3.Guideline3_3.3_3_1.G83,G84,G85","If an input error is automatically detected in this form, check that the item(s) in error are identified and the error(s) are described to the user in text.","notice","<form action=\"\" method=\"post\">\n\t\t\t\t\t<p>This site uses cookies...</form>","#cookieLawBox > form"
"WCAG2AAA.Principle3.Guideline3_3.3_3_2.G131,G89,G184,H90","Check that descriptive labels or instructions (including for required fields) are provided for user input in this form.","notice","<form action=\"\" method=\"post\">\n\t\t\t\t\t<p>This site uses cookies...</form>","#cookieLawBox > form"
"WCAG2AAA.Principle3.Guideline3_3.3_3_3.G177","Check that this form provides suggested corrections to errors in user input, unless it would jeopardize the security or purpose of the content.","notice","<form action=\"\" method=\"post\">\n\t\t\t\t\t<p>This site uses cookies...</form>","#cookieLawBox > form"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<a title=\"G.P. Earnings\" href=\"g-p-earnings,65022.htm\" class=\"\">G.P. Earnings</a>","#menu > ul > li:nth-child(26) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"G.P. Earnings\" href=\"g-p-earnings,65022.htm\" class=\"\">G.P. Earnings</a>","#menu > ul > li:nth-child(26) > div:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<a title=\"CQC REPORT\" href=\"cqc-report,66138.htm\" class=\"\">CQC REPORT</a>","#menu > ul > li:nth-child(27) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"CQC REPORT\" href=\"cqc-report,66138.htm\" class=\"\">CQC REPORT</a>","#menu > ul > li:nth-child(27) > div:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<a title=\"Drug Shortages\" href=\"drug-shortages,67231.htm\" class=\"\">Drug Shortages</a>","#menu > ul > li:nth-child(28) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Drug Shortages\" href=\"drug-shortages,67231.htm\" class=\"\">Drug Shortages</a>","#menu > ul > li:nth-child(28) > div:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<a title=\"GDPR\" href=\"gdpr,66567.htm\" class=\"\">GDPR</a>","#menu > ul > li:nth-child(29) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"GDPR\" href=\"gdpr,66567.htm\" class=\"\">GDPR</a>","#menu > ul > li:nth-child(29) > div:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<a title=\"Patient Participation Group Are...\" href=\"home,50067.htm\" class=\"\">Patient Participation Group Area</a>","#menu > ul > li:nth-child(30) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Patient Participation Group Are...\" href=\"home,50067.htm\" class=\"\">Patient Participation Group Area</a>","#menu > ul > li:nth-child(30) > div:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<a title=\"Extended Access\" href=\"extended-access,66988.htm\" class=\"\">Extended Access</a>","#menu > ul > li:nth-child(31) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Extended Access\" href=\"extended-access,66988.htm\" class=\"\">Extended Access</a>","#menu > ul > li:nth-child(31) > div:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<a title=\"Road Traffic Accident Charge\" href=\"road-traffic-accident-charge,67005.htm\" class=\"\">Road Traffic Accident Charge</a>","#menu > ul > li:nth-child(32) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Road Traffic Accident Charge\" href=\"road-traffic-accident-charge,67005.htm\" class=\"\">Road Traffic Accident Charge</a>","#menu > ul > li:nth-child(32) > div:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<a title=\"Other Important Information\" href=\"data-protection,50104.htm\" class=\"\">Other Important Information</a>","#menu > ul > li:nth-child(33) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Other Important Information\" href=\"data-protection,50104.htm\" class=\"\">Other Important Information</a>","#menu > ul > li:nth-child(33) > div:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<a title=\"Referrals\" href=\"referrals,67300.htm\" class=\"\">Referrals</a>","#menu > ul > li:nth-child(34) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Referrals\" href=\"referrals,67300.htm\" class=\"\">Referrals</a>","#menu > ul > li:nth-child(34) > div:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<a title=\"GDPR - Privacy Notice\" href=\"gdpr-privacy-notice,67443.htm\" class=\"\">GDPR - Privacy Notice</a>","#menu > ul > li:nth-child(35) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"GDPR - Privacy Notice\" href=\"gdpr-privacy-notice,67443.htm\" class=\"\">GDPR - Privacy Notice</a>","#menu > ul > li:nth-child(35) > div:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<a title=\"Live Well\" href=\"child-immunisation,50058.htm\" class=\"\">Live Well</a>","#menu > ul > li:nth-child(36) > div:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Live Well\" href=\"child-immunisation,50058.htm\" class=\"\">Live Well</a>","#menu > ul > li:nth-child(36) > div:nth-child(1) > a"
"WCAG2AAA.Principle3.Guideline3_2.3_2_1.G107","Check that a change of context does not occur when this input field receives focus.","notice","<input type=\"hidden\" id=\"staticid\" value=\"\">","#staticid"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.FGColour","Check that this element has an inherited background colour or image to complement the corresponding inline foreground colour.","warning","<span style=\"font-size: medium; color: rgb(0, 0, 128); font-family: arial,helvetica,sans-serif;font-weight:bold\">Health A-Z - Conditions &amp; T...</span>","#con > div:nth-child(2) > div > p:nth-child(1) > span"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<span style=\"font-size: medium; color: rgb(0, 0, 128); font-family: arial,helvetica,sans-serif;font-weight:bold\">Health A-Z - Conditions &amp; T...</span>","#con > div:nth-child(2) > div > p:nth-child(1) > span"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<span style=\"font-size: small; font-family: arial,helvetica,sans-serif;\">NHS Choices provides a Health A...</span>","#con > div:nth-child(2) > div > p:nth-child(3) > span"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<span style=\"font-size: small; font-family: arial,helvetica,sans-serif;\">To access the full guide please...</span>","#con > div:nth-child(2) > div > p:nth-child(5) > span"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<a href=\"http://www.nhs.uk/Conditions/Pages/bodymap.aspx?r=1&amp;rtitle=Health+Encyclopaedia\" target=\"_blank\">click here.</a>","#con > div:nth-child(2) > div > p:nth-child(5) > span > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"http://www.nhs.uk/Conditions/Pages/bodymap.aspx?r=1&amp;rtitle=Health+Encyclopaedia\" target=\"_blank\">click here.</a>","#con > div:nth-child(2) > div > p:nth-child(5) > span > a"
"WCAG2AAA.Principle3.Guideline3_2.3_2_5.H83.3","Check that this link's link text contains information indicating that the link will open in a new window.","warning","<a href=\"http://www.nhs.uk/Conditions/Pages/bodymap.aspx?r=1&amp;rtitle=Health+Encyclopaedia\" target=\"_blank\">click here.</a>","#con > div:nth-child(2) > div > p:nth-child(5) > span > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<span style=\"font-size: small; font-family: arial,helvetica,sans-serif;\">We have added links to some of ...</span>","#con > div:nth-child(2) > div > p:nth-child(7) > span"
"WCAG2AAA.Principle1.Guideline1_3.1_3_1.H49.B","Semantic markup should be used to mark emphasised or special text so that it can be programmatically determined.","warning","<b>Health Subjects</b>","#con > div:nth-child(2) > div > p:nth-child(9) > span > b"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<b>Health Subjects</b>","#con > div:nth-child(2) > div > p:nth-child(9) > span > b"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/Conditions/Arthritis/Pages/Introduction.aspx\">Arthritis</a>","#con > div:nth-child(2) > div > ul > li:nth-child(1) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/Conditions/Arthritis/Pages/Introduction.aspx\">Arthritis</a>","#con > div:nth-child(2) > div > ul > li:nth-child(1) > a"
"WCAG2AAA.Principle3.Guideline3_2.3_2_5.H83.3","Check that this link's link text contains information indicating that the link will open in a new window.","warning","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/Conditions/Arthritis/Pages/Introduction.aspx\">Arthritis</a>","#con > div:nth-child(2) > div > ul > li:nth-child(1) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/conditions/asthma/Pages/Introduction.aspx\">Asthma</a>","#con > div:nth-child(2) > div > ul > li:nth-child(2) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/conditions/asthma/Pages/Introduction.aspx\">Asthma</a>","#con > div:nth-child(2) > div > ul > li:nth-child(2) > a"
"WCAG2AAA.Principle3.Guideline3_2.3_2_5.H83.3","Check that this link's link text contains information indicating that the link will open in a new window.","warning","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/conditions/asthma/Pages/Introduction.aspx\">Asthma</a>","#con > div:nth-child(2) > div > ul > li:nth-child(2) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/conditions/back-pain/Pages/Introduction.aspx\">Back Pain</a>","#con > div:nth-child(2) > div > ul > li:nth-child(3) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/conditions/back-pain/Pages/Introduction.aspx\">Back Pain</a>","#con > div:nth-child(2) > div > ul > li:nth-child(3) > a"
"WCAG2AAA.Principle3.Guideline3_2.3_2_5.H83.3","Check that this link's link text contains information indicating that the link will open in a new window.","warning","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/conditions/back-pain/Pages/Introduction.aspx\">Back Pain</a>","#con > div:nth-child(2) > div > ul > li:nth-child(3) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/conditions/Contraception/Pages/Introduction.aspx\">Birth Control</a>","#con > div:nth-child(2) > div > ul > li:nth-child(4) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/conditions/Contraception/Pages/Introduction.aspx\">Birth Control</a>","#con > div:nth-child(2) > div > ul > li:nth-child(4) > a"
"WCAG2AAA.Principle3.Guideline3_2.3_2_5.H83.3","Check that this link's link text contains information indicating that the link will open in a new window.","warning","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/conditions/Contraception/Pages/Introduction.aspx\">Birth Control</a>","#con > div:nth-child(2) > div > ul > li:nth-child(4) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/Conditions/Cancer-of-the-breast-female/Pages/Introduction.aspx\">Breast Cancer</a>","#con > div:nth-child(2) > div > ul > li:nth-child(5) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/Conditions/Cancer-of-the-breast-female/Pages/Introduction.aspx\">Breast Cancer</a>","#con > div:nth-child(2) > div > ul > li:nth-child(5) > a"
"WCAG2AAA.Principle3.Guideline3_2.3_2_5.H83.3","Check that this link's link text contains information indicating that the link will open in a new window.","warning","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/Conditions/Cancer-of-the-breast-female/Pages/Introduction.aspx\">Breast Cancer</a>","#con > div:nth-child(2) > div > ul > li:nth-child(5) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/conditions/Cancer/Pages/Introduction.aspx\">Cancer</a>","#con > div:nth-child(2) > div > ul > li:nth-child(6) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/conditions/Cancer/Pages/Introduction.aspx\">Cancer</a>","#con > div:nth-child(2) > div > ul > li:nth-child(6) > a"
"WCAG2AAA.Principle3.Guideline3_2.3_2_5.H83.3","Check that this link's link text contains information indicating that the link will open in a new window.","warning","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/conditions/Cancer/Pages/Introduction.aspx\">Cancer</a>","#con > div:nth-child(2) > div > ul > li:nth-child(6) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/conditions/Chlamydia/Pages/Introduction.aspx\">Chlamydia</a>","#con > div:nth-child(2) > div > ul > li:nth-child(7) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/conditions/Chlamydia/Pages/Introduction.aspx\">Chlamydia</a>","#con > div:nth-child(2) > div > ul > li:nth-child(7) > a"
"WCAG2AAA.Principle3.Guideline3_2.3_2_5.H83.3","Check that this link's link text contains information indicating that the link will open in a new window.","warning","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/conditions/Chlamydia/Pages/Introduction.aspx\">Chlamydia</a>","#con > div:nth-child(2) > div > ul > li:nth-child(7) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/conditions/chickenpox/Pages/Introduction.aspx\">Chicken Pox</a>","#con > div:nth-child(2) > div > ul > li:nth-child(8) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/conditions/chickenpox/Pages/Introduction.aspx\">Chicken Pox</a>","#con > div:nth-child(2) > div > ul > li:nth-child(8) > a"
"WCAG2AAA.Principle3.Guideline3_2.3_2_5.H83.3","Check that this link's link text contains information indicating that the link will open in a new window.","warning","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/conditions/chickenpox/Pages/Introduction.aspx\">Chicken Pox</a>","#con > div:nth-child(2) > div > ul > li:nth-child(8) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/conditions/Cold-common/Pages/Introduction.aspx\">Common Cold</a>","#con > div:nth-child(2) > div > ul > li:nth-child(9) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/conditions/Cold-common/Pages/Introduction.aspx\">Common Cold</a>","#con > div:nth-child(2) > div > ul > li:nth-child(9) > a"
"WCAG2AAA.Principle3.Guideline3_2.3_2_5.H83.3","Check that this link's link text contains information indicating that the link will open in a new window.","warning","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/conditions/Cold-common/Pages/Introduction.aspx\">Common Cold</a>","#con > div:nth-child(2) > div > ul > li:nth-child(9) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/conditions/Cystitis/Pages/Introduction.aspx\">Cystitis</a>","#con > div:nth-child(2) > div > ul > li:nth-child(10) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/conditions/Cystitis/Pages/Introduction.aspx\">Cystitis</a>","#con > div:nth-child(2) > div > ul > li:nth-child(10) > a"
"WCAG2AAA.Principle3.Guideline3_2.3_2_5.H83.3","Check that this link's link text contains information indicating that the link will open in a new window.","warning","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/conditions/Cystitis/Pages/Introduction.aspx\">Cystitis</a>","#con > div:nth-child(2) > div > ul > li:nth-child(10) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/conditions/depression/Pages/Introduction.aspx\">Depression</a>","#con > div:nth-child(2) > div > ul > li:nth-child(11) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/conditions/depression/Pages/Introduction.aspx\">Depression</a>","#con > div:nth-child(2) > div > ul > li:nth-child(11) > a"
"WCAG2AAA.Principle3.Guideline3_2.3_2_5.H83.3","Check that this link's link text contains information indicating that the link will open in a new window.","warning","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/conditions/depression/Pages/Introduction.aspx\">Depression</a>","#con > div:nth-child(2) > div > ul > li:nth-child(11) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/Conditions/Diabetes-type2/Pages/Introduction.aspx\">Diabetes</a>","#con > div:nth-child(2) > div > ul > li:nth-child(12) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/Conditions/Diabetes-type2/Pages/Introduction.aspx\">Diabetes</a>","#con > div:nth-child(2) > div > ul > li:nth-child(12) > a"
"WCAG2AAA.Principle3.Guideline3_2.3_2_5.H83.3","Check that this link's link text contains information indicating that the link will open in a new window.","warning","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/Conditions/Diabetes-type2/Pages/Introduction.aspx\">Diabetes</a>","#con > div:nth-child(2) > div > ul > li:nth-child(12) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/conditions/diarrhoea/Pages/Introduction.aspx\">Diarrhoea</a>","#con > div:nth-child(2) > div > ul > li:nth-child(13) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/conditions/diarrhoea/Pages/Introduction.aspx\">Diarrhoea</a>","#con > div:nth-child(2) > div > ul > li:nth-child(13) > a"
"WCAG2AAA.Principle3.Guideline3_2.3_2_5.H83.3","Check that this link's link text contains information indicating that the link will open in a new window.","warning","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/conditions/diarrhoea/Pages/Introduction.aspx\">Diarrhoea</a>","#con > div:nth-child(2) > div > ul > li:nth-child(13) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/conditions/Eczema-%28atopic%29/Pages/Introduction.aspx\">Eczema</a>","#con > div:nth-child(2) > div > ul > li:nth-child(14) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/conditions/Eczema-%28atopic%29/Pages/Introduction.aspx\">Eczema</a>","#con > div:nth-child(2) > div > ul > li:nth-child(14) > a"
"WCAG2AAA.Principle3.Guideline3_2.3_2_5.H83.3","Check that this link's link text contains information indicating that the link will open in a new window.","warning","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/conditions/Eczema-%28atopic%29/Pages/Introduction.aspx\">Eczema</a>","#con > div:nth-child(2) > div > ul > li:nth-child(14) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/conditions/Flu/Pages/Introduction.aspx\">Flu (Seasonal)</a>","#con > div:nth-child(2) > div > ul > li:nth-child(15) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/conditions/Flu/Pages/Introduction.aspx\">Flu (Seasonal)</a>","#con > div:nth-child(2) > div > ul > li:nth-child(15) > a"
"WCAG2AAA.Principle3.Guideline3_2.3_2_5.H83.3","Check that this link's link text contains information indicating that the link will open in a new window.","warning","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/conditions/Flu/Pages/Introduction.aspx\">Flu (Seasonal)</a>","#con > div:nth-child(2) > div > ul > li:nth-child(15) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/conditions/glandular-fever/Pages/Introduction.aspx\">Glandular Fever</a>","#con > div:nth-child(2) > div > ul > li:nth-child(16) > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/conditions/glandular-fever/Pages/Introduction.aspx\">Glandular Fever</a>","#con > div:nth-child(2) > div > ul > li:nth-child(16) > a"
"WCAG2AAA.Principle3.Guideline3_2.3_2_5.H83.3","Check that this link's link text contains information indicating that the link will open in a new window.","warning","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/conditions/glandular-fever/Pages/Introduction.aspx\">Glandular Fever</a>","#con > div:nth-child(2) > div > ul > li:nth-child(16) > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_6.G17.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 7:1.","warning","<a title=\"Navigate to condition\" target=\"_blank\" href=\"http://www.nhs.uk/conditions/impetigo/Pages/Introduction.aspx\">Impetigo</a>","#con > div:nth-child(2) > div > ul > li:nth-child(17) > a"
